,Percentile,Cutoff,Accuracy,ErrorRate,Precision,Recall,FPR,f1Score
87,87.0,87.0,0.49056603773584906,0.5094339622641509,0.8,0.036036036036036036,0.00990099009900991,0.06896551724137931
88,88.0,88.0,0.4858490566037736,0.5141509433962265,0.75,0.02702702702702703,0.00990099009900991,0.052173913043478265
89,89.0,89.0,0.4858490566037736,0.5141509433962265,0.75,0.02702702702702703,0.00990099009900991,0.052173913043478265
90,90.0,90.0,0.4811320754716981,0.5188679245283019,0.6666666666666666,0.018018018018018018,0.00990099009900991,0.03508771929824561
91,91.0,91.0,0.4811320754716981,0.5188679245283019,0.6666666666666666,0.018018018018018018,0.00990099009900991,0.03508771929824561
92,92.0,92.0,0.4811320754716981,0.5188679245283019,0.6666666666666666,0.018018018018018018,0.00990099009900991,0.03508771929824561
93,93.0,93.0,0.4811320754716981,0.5188679245283019,0.6666666666666666,0.018018018018018018,0.00990099009900991,0.03508771929824561
94,94.0,94.0,0.4858490566037736,0.5141509433962265,1.0,0.018018018018018018,0.0,0.035398230088495575
95,95.0,95.0,0.4858490566037736,0.5141509433962265,1.0,0.018018018018018018,0.0,0.035398230088495575
96,96.0,96.0,0.4858490566037736,0.5141509433962265,1.0,0.018018018018018018,0.0,0.035398230088495575
97,97.0,97.0,0.4858490566037736,0.5141509433962265,1.0,0.018018018018018018,0.0,0.035398230088495575
98,98.0,98.0,0.4858490566037736,0.5141509433962265,1.0,0.018018018018018018,0.0,0.035398230088495575
99,99.0,99.0,0.4858490566037736,0.5141509433962265,1.0,0.018018018018018018,0.0,0.035398230088495575
